Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
25,No,Travel_Rarely,Sales,4,High School,885,3,Male,87,2,Sales Executive,1,Married,4256,No,12,5,5,2,0
49,No,Travel_Rarely,Research & Development,1,Bachelors,887,3,Female,36,3,Research Scientist,1,Married,3580,No,16,7,4,2,0
24,No,Non-Travel,Research & Development,4,High School,888,1,Male,46,2,Laboratory Technician,4,Married,3162,No,17,6,5,2,3
32,No,Travel_Frequently,Sales,5,Associates,889,2,Male,48,3,Sales Executive,2,Married,6524,No,14,10,10,8,5
38,No,Travel_Rarely,Sales,9,Bachelors,893,2,Male,98,2,Sales Representative,2,Married,2899,No,19,3,2,2,1
42,No,Travel_Rarely,Research & Development,3,Bachelors,894,3,Female,95,4,Laboratory Technician,4,Married,5231,Yes,13,17,5,3,1
31,No,Travel_Rarely,Research & Development,11,Masters,895,4,Male,48,3,Research Scientist,4,Married,2356,Yes,19,8,6,4,0
29,Yes,Travel_Rarely,Sales,1,Bachelors,896,2,Female,48,2,Sales Representative,3,Divorced,2800,Yes,19,5,3,2,0
53,No,Travel_Rarely,Sales,8,Bachelors,897,1,Male,73,3,Sales Executive,4,Married,11836,No,14,28,2,0,2
35,No,Travel_Rarely,Research & Development,25,Bachelors,899,4,Male,78,2,Manufacturing Director,2,Married,10903,No,16,16,13,10,4
37,No,Travel_Frequently,Sales,21,Associates,900,3,Female,54,3,Sales Representative,4,Married,2973,No,15,10,5,4,0
53,No,Travel_Rarely,Research & Development,23,Masters,901,4,Female,72,3,Research Director,4,Single,14275,No,18,33,12,9,3
43,No,Travel_Frequently,Research & Development,1,Bachelors,902,4,Female,33,3,Healthcare Representative,4,Married,5562,No,13,12,5,2,2
47,No,Travel_Rarely,Sales,2,Associates,903,3,Female,35,3,Sales Executive,4,Married,4537,Yes,22,8,7,6,7
37,No,Non-Travel,Sales,19,Associates,904,1,Male,32,3,Sales Executive,2,Single,7642,Yes,13,10,10,0,0
50,No,Non-Travel,Research & Development,2,Masters,905,1,Male,98,3,Manager,1,Divorced,17924,No,11,31,31,6,14
39,No,Travel_Rarely,Human Resources,2,Bachelors,909,4,Female,42,2,Human Resources,4,Married,5204,No,11,13,5,4,0
33,No,Travel_Rarely,Human Resources,3,Associates,910,4,Male,57,3,Human Resources,2,Divorced,2277,Yes,11,7,4,3,0
32,Yes,Travel_Rarely,Research & Development,25,Masters,911,1,Male,87,3,Laboratory Technician,4,Single,2795,Yes,24,1,1,0,0
29,No,Travel_Rarely,Research & Development,7,High School,912,1,Female,62,2,Laboratory Technician,4,Divorced,2532,No,14,8,4,3,0
44,No,Travel_Rarely,Research & Development,9,Associates,913,2,Male,61,3,Research Scientist,1,Married,2559,Yes,13,8,8,7,7
28,No,Travel_Rarely,Sales,5,Masters,916,1,Male,98,3,Sales Executive,4,Single,4908,No,14,4,4,2,0
58,Yes,Travel_Frequently,Research & Development,2,High School,918,4,Male,57,2,Laboratory Technician,4,Divorced,2380,Yes,14,3,1,0,0
43,No,Travel_Rarely,Research & Development,8,Bachelors,920,1,Female,55,3,Manufacturing Director,2,Divorced,4765,No,21,4,1,0,0
20,Yes,Travel_Rarely,Sales,2,Bachelors,922,3,Female,49,2,Sales Representative,3,Single,2044,No,13,2,2,2,0
21,Yes,Travel_Rarely,Research & Development,18,High School,923,4,Female,65,3,Research Scientist,4,Single,2693,No,19,1,1,0,0
36,No,Travel_Rarely,Research & Development,14,High School,924,3,Male,68,3,Healthcare Representative,4,Married,6586,Yes,17,17,16,8,4
47,No,Travel_Rarely,Sales,2,Masters,925,4,Female,65,2,Sales Representative,4,Single,3294,Yes,18,3,3,2,1
22,Yes,Travel_Rarely,Research & Development,3,High School,926,2,Female,34,3,Manufacturing Director,3,Married,4171,Yes,19,4,3,2,0
41,Yes,Travel_Rarely,Research & Development,2,Masters,927,2,Female,57,1,Laboratory Technician,4,Divorced,2778,Yes,13,10,7,7,1
28,No,Travel_Rarely,Research & Development,9,Bachelors,930,3,Female,77,3,Research Scientist,3,Divorced,2377,No,18,6,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,Bachelors,932,4,Male,70,3,Laboratory Technician,1,Married,2404,Yes,21,8,2,2,2
27,No,Travel_Rarely,Research & Development,4,Bachelors,933,2,Female,76,3,Research Scientist,3,Single,2318,No,19,1,1,1,0
34,No,Travel_Rarely,Research & Development,10,Bachelors,934,2,Male,83,3,Laboratory Technician,2,Divorced,2008,No,14,1,1,0,1
42,No,Travel_Rarely,Sales,14,Associates,936,3,Female,68,2,Sales Executive,3,Single,6244,No,17,10,5,4,0
33,No,Travel_Rarely,Research & Development,1,Masters,939,3,Male,100,2,Research Scientist,1,Single,2799,Yes,11,6,3,2,0
58,No,Travel_Rarely,Research & Development,5,Bachelors,940,3,Female,37,2,Healthcare Representative,2,Divorced,10552,Yes,13,24,6,0,0
31,No,Travel_Rarely,Sales,7,Masters,941,2,Male,41,2,Sales Representative,3,Married,2329,No,15,13,7,7,5
35,No,Travel_Rarely,Research & Development,21,High School,942,4,Female,51,3,Healthcare Representative,4,Married,4014,Yes,25,10,10,6,0
49,No,Travel_Rarely,Research & Development,8,Associates,944,1,Female,51,3,Laboratory Technician,2,Married,7403,No,11,29,26,9,1
48,No,Travel_Rarely,Research & Development,20,Masters,945,4,Male,51,3,Research Scientist,3,Married,2259,No,17,13,0,0,0
31,No,Non-Travel,Sales,20,Associates,947,4,Female,45,3,Sales Executive,3,Married,6932,No,13,9,9,8,0
36,No,Travel_Rarely,Research & Development,7,Masters,949,2,Male,65,3,Research Scientist,4,Single,4678,No,18,8,6,2,0
38,No,Travel_Rarely,Research & Development,1,Bachelors,950,4,Female,80,3,Research Director,1,Married,13582,No,13,15,15,12,5
32,No,Non-Travel,Research & Development,1,Bachelors,951,3,Female,70,2,Laboratory Technician,2,Married,2332,No,20,5,3,0,0
25,Yes,Travel_Rarely,Sales,19,Associates,952,3,Male,36,2,Sales Representative,2,Married,2413,Yes,18,1,1,0,0
40,No,Travel_Rarely,Sales,10,Masters,954,1,Male,67,2,Sales Executive,2,Divorced,9705,No,12,11,1,0,0
26,No,Travel_Frequently,Sales,1,Bachelors,956,3,Male,52,2,Sales Executive,1,Single,4294,No,12,7,7,7,0
41,No,Travel_Rarely,Research & Development,6,Bachelors,957,4,Male,59,3,Laboratory Technician,1,Single,4721,Yes,13,20,18,13,2
36,No,Travel_Rarely,Research & Development,2,Masters,958,3,Male,79,3,Laboratory Technician,3,Single,2519,No,21,16,11,8,3
19,Yes,Travel_Rarely,Sales,21,Bachelors,959,4,Male,37,2,Sales Representative,2,Single,2121,Yes,13,1,1,0,0
20,Yes,Travel_Rarely,Research & Development,4,Bachelors,960,1,Male,84,3,Laboratory Technician,1,Single,2973,No,19,1,1,0,0
31,No,Travel_Rarely,Research & Development,12,Bachelors,961,4,Female,41,3,Healthcare Representative,4,Married,5855,Yes,11,10,9,7,8
40,No,Travel_Frequently,Research & Development,9,Masters,964,4,Male,35,3,Research Scientist,2,Divorced,3617,Yes,14,3,1,1,0
32,No,Travel_Rarely,Research & Development,3,Masters,966,3,Female,93,3,Manufacturing Director,1,Married,6725,No,12,8,8,7,6
36,Yes,Travel_Rarely,Sales,3,High School,967,3,Male,51,2,Sales Executive,4,Married,10325,Yes,11,16,16,7,3
33,No,Travel_Rarely,Research & Development,1,Bachelors,969,2,Female,42,2,Healthcare Representative,4,Single,6949,No,14,6,5,0,1
37,Yes,Travel_Rarely,Sales,1,Masters,970,1,Male,46,2,Sales Executive,3,Married,10609,No,11,17,14,1,11
45,No,Non-Travel,Research & Development,4,Associates,972,3,Male,57,3,Laboratory Technician,2,Married,4447,No,12,9,9,7,0
29,No,Travel_Frequently,Sales,20,Bachelors,974,3,Female,84,3,Sales Representative,4,Married,2157,No,15,3,3,1,0
35,No,Travel_Rarely,Sales,18,Bachelors,975,3,Female,86,3,Sales Executive,3,Married,4601,No,16,5,5,2,1
52,No,Travel_Rarely,Research & Development,1,Associates,976,4,Male,70,3,Manager,4,Married,17099,No,15,26,9,8,7
58,Yes,Travel_Rarely,Research & Development,2,Bachelors,977,4,Male,51,3,Research Scientist,3,Single,2479,No,24,7,1,0,0
53,No,Travel_Rarely,Sales,2,Associates,981,3,Male,45,3,Manager,3,Divorced,14852,No,13,22,17,13,15
30,No,Travel_Rarely,Sales,8,Associates,982,3,Male,62,3,Sales Executive,3,Divorced,7264,No,11,10,8,4,7
38,No,Non-Travel,Sales,10,Bachelors,983,3,Female,85,3,Sales Executive,4,Single,5666,Yes,13,6,5,3,1
35,No,Travel_Rarely,Sales,3,Masters,984,4,Male,92,3,Sales Executive,4,Divorced,7823,No,13,12,10,9,0
39,No,Travel_Rarely,Sales,2,Doctorate,985,1,Male,41,4,Sales Executive,3,Single,7880,No,18,9,8,7,0
40,Yes,Non-Travel,Sales,24,Bachelors,986,2,Female,100,4,Sales Executive,2,Single,13194,Yes,16,22,1,0,0
47,No,Travel_Frequently,Research & Development,16,Masters,987,3,Male,64,4,Manufacturing Director,3,Divorced,5067,Yes,19,20,19,10,2
36,No,Non-Travel,Sales,8,Masters,990,1,Male,84,3,Sales Executive,4,Divorced,5079,No,13,12,7,7,0
31,Yes,Non-Travel,Research & Development,9,Associates,991,3,Male,46,2,Research Scientist,1,Single,2321,Yes,22,4,3,2,1
33,No,Non-Travel,Sales,17,Bachelors,992,4,Male,38,3,Manager,3,Single,17444,No,11,10,10,8,6
29,Yes,Travel_Rarely,Research & Development,10,Bachelors,994,4,Female,92,2,Research Scientist,1,Single,2404,Yes,20,3,0,0,0
33,No,Travel_Rarely,Research & Development,13,High School,995,2,Female,53,3,Research Scientist,4,Single,3452,No,18,5,3,2,0
45,No,Travel_Rarely,Research & Development,1,Masters,996,4,Female,91,3,Laboratory Technician,4,Divorced,2270,No,14,8,5,3,0
50,No,Travel_Rarely,Research & Development,1,Associates,997,4,Male,66,3,Research Director,4,Divorced,17399,No,22,32,5,4,1
33,No,Travel_Frequently,Research & Development,1,Masters,998,3,Female,84,4,Healthcare Representative,2,Married,5488,Yes,13,6,6,5,1
41,No,Travel_Frequently,Research & Development,9,Bachelors,999,1,Male,64,3,Research Director,3,Divorced,19419,No,17,21,18,16,0
27,No,Travel_Rarely,Research & Development,16,Masters,1001,3,Female,37,3,Laboratory Technician,2,Married,2811,No,14,4,2,2,2
45,No,Non-Travel,Research & Development,23,Associates,1002,4,Male,42,3,Laboratory Technician,1,Married,3633,Yes,15,9,9,8,0
47,No,Travel_Rarely,Sales,4,Associates,1003,4,Female,83,3,Sales Executive,4,Single,4163,Yes,17,9,9,0,0
30,Yes,Travel_Rarely,Research & Development,22,Bachelors,1004,1,Female,48,3,Research Scientist,3,Married,2132,Yes,11,7,5,2,0
50,No,Travel_Rarely,Research & Development,24,Bachelors,1005,4,Male,95,3,Manufacturing Director,3,Married,13973,Yes,18,22,12,11,1
38,No,Travel_Frequently,Research & Development,10,High School,1006,3,Male,66,3,Research Scientist,3,Married,2684,No,17,3,2,1,0
46,No,Travel_Rarely,Research & Development,7,Associates,1007,4,Male,75,3,Manufacturing Director,3,Divorced,10845,No,13,13,8,7,0
24,No,Travel_Rarely,Research & Development,17,High School,1009,4,Female,41,2,Manufacturing Director,3,Divorced,4377,No,15,5,4,2,3
35,Yes,Travel_Rarely,Research & Development,14,Masters,1010,3,Male,39,2,Laboratory Technician,2,Divorced,3743,Yes,24,5,4,2,0
31,No,Travel_Frequently,Research & Development,1,High School,1011,3,Female,96,3,Manufacturing Director,1,Married,4148,No,12,4,4,3,0
18,No,Non-Travel,Research & Development,5,Associates,1012,2,Male,73,3,Research Scientist,4,Single,1051,No,15,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,Bachelors,1013,3,Female,56,3,Manufacturing Director,3,Married,10739,No,11,22,10,7,0
35,No,Travel_Rarely,Research & Development,25,Masters,1014,3,Female,57,3,Healthcare Representative,3,Divorced,10388,Yes,11,16,16,10,10
30,No,Travel_Rarely,Research & Development,8,Associates,1015,2,Female,73,4,Research Director,1,Married,11416,Yes,12,9,8,7,1
20,Yes,Travel_Rarely,Research & Development,11,Bachelors,1016,4,Female,98,2,Research Scientist,1,Single,2600,Yes,15,1,1,0,0
30,Yes,Travel_Frequently,Research & Development,5,Bachelors,1017,2,Female,60,3,Laboratory Technician,2,Single,2422,No,17,4,3,2,1
26,No,Travel_Rarely,Research & Development,2,Associates,1018,4,Male,32,4,Manufacturing Director,4,Married,5472,No,12,8,8,7,1
22,No,Travel_Rarely,Research & Development,8,High School,1019,2,Male,94,1,Laboratory Technician,1,Married,2451,No,15,4,4,3,1
48,No,Travel_Rarely,Research & Development,6,Bachelors,1022,1,Male,97,2,Healthcare Representative,3,Single,4240,No,13,19,2,2,2
48,No,Travel_Rarely,Research & Development,4,Masters,1024,3,Male,78,2,Healthcare Representative,3,Single,10999,No,14,27,15,11,4
41,No,Travel_Rarely,Research & Development,7,Associates,1025,4,Female,42,3,Manufacturing Director,3,Single,5003,No,14,8,2,2,2
39,No,Travel_Rarely,Research & Development,1,High School,1026,4,Female,65,2,Manufacturing Director,4,Married,12742,No,16,21,21,6,11
27,No,Travel_Rarely,Research & Development,2,Masters,1027,1,Female,47,3,Manufacturing Director,4,Married,4227,No,18,4,3,2,2
35,No,Travel_Rarely,Research & Development,10,Bachelors,1028,2,Male,45,3,Laboratory Technician,4,Divorced,3917,No,20,3,3,2,1
42,No,Travel_Rarely,Sales,5,Associates,1029,4,Male,90,3,Manager,3,Married,18303,No,13,21,1,0,0
50,No,Travel_Rarely,Research & Development,9,Bachelors,1030,1,Male,64,3,Laboratory Technician,4,Married,2380,No,18,8,1,0,0
59,No,Travel_Rarely,Research & Development,2,Bachelors,1032,3,Female,69,2,Manufacturing Director,4,Single,13726,Yes,13,30,5,3,4
37,Yes,Travel_Rarely,Research & Development,11,Associates,1033,1,Female,61,1,Healthcare Representative,2,Married,4777,No,15,15,1,0,0
55,No,Travel_Frequently,Research & Development,18,Masters,1034,3,Male,62,3,Healthcare Representative,2,Married,6385,Yes,14,17,8,7,6
41,No,Non-Travel,Research & Development,7,High School,1035,2,Female,55,1,Research Director,3,Divorced,19973,No,22,21,21,16,5
38,No,Travel_Rarely,Sales,3,Masters,1036,2,Male,42,3,Sales Executive,4,Single,6861,Yes,12,19,1,0,0
26,Yes,Non-Travel,Sales,29,Associates,1037,2,Male,79,1,Sales Executive,1,Single,4969,No,18,7,2,2,2
52,Yes,Travel_Rarely,Sales,2,High School,1038,1,Female,57,1,Manager,4,Married,19845,No,15,33,32,14,6
44,No,Travel_Rarely,Sales,28,Bachelors,1039,4,Female,53,4,Sales Executive,4,Married,13320,Yes,18,23,12,11,11
50,No,Non-Travel,Sales,1,Bachelors,1040,4,Female,95,3,Sales Executive,3,Married,6347,No,12,19,18,7,0
36,Yes,Travel_Rarely,Research & Development,16,Masters,1042,3,Female,43,4,Laboratory Technician,1,Single,2743,No,16,18,17,13,15
39,No,Travel_Frequently,Research & Development,22,Bachelors,1043,4,Female,82,3,Manufacturing Director,1,Single,10880,Yes,13,21,21,6,2
33,No,Non-Travel,Sales,8,High School,1044,2,Female,88,2,Sales Representative,4,Single,2342,No,19,3,2,2,2
45,No,Travel_Rarely,Sales,11,Associates,1045,4,Female,90,3,Manager,4,Married,17650,No,13,26,9,3,1
32,No,Non-Travel,Research & Development,29,Masters,1046,4,Female,69,3,Laboratory Technician,3,Single,4025,No,12,10,8,7,7
34,No,Travel_Rarely,Sales,1,Masters,1047,2,Male,75,4,Sales Executive,4,Divorced,9725,No,11,16,15,1,0
59,No,Travel_Rarely,Sales,1,Associates,1048,2,Male,66,3,Manager,4,Married,11904,Yes,14,14,6,4,0
45,No,Travel_Rarely,Human Resources,24,Masters,1049,2,Male,36,3,Human Resources,2,Single,2177,No,16,6,6,3,0
53,No,Travel_Frequently,Sales,2,Bachelors,1050,3,Female,38,2,Sales Executive,2,Married,7525,No,12,30,15,7,6
36,Yes,Travel_Rarely,Research & Development,15,Bachelors,1052,1,Male,81,3,Laboratory Technician,3,Divorced,4834,No,14,9,1,0,0
26,Yes,Travel_Frequently,Research & Development,2,Bachelors,1053,1,Male,57,3,Research Scientist,1,Married,2042,Yes,14,6,3,2,1
34,No,Travel_Rarely,Sales,10,Masters,1055,3,Female,87,3,Sales Representative,3,Married,2220,Yes,19,1,1,1,0
28,No,Travel_Rarely,Sales,10,High School,1056,4,Male,74,3,Sales Representative,2,Married,1052,No,22,1,1,0,0
38,No,Travel_Frequently,Research & Development,3,Masters,1060,3,Male,44,3,Research Scientist,3,Married,2821,No,16,8,2,2,2
50,No,Travel_Rarely,Research & Development,2,Masters,1061,2,Male,62,3,Research Director,3,Married,19237,Yes,11,29,8,1,7
37,No,Travel_Rarely,Research & Development,3,Bachelors,1062,4,Female,35,3,Healthcare Representative,2,Single,4107,No,15,8,4,3,0
40,No,Travel_Rarely,Sales,26,Bachelors,1066,3,Male,74,3,Sales Executive,1,Married,8396,No,14,8,7,7,7
26,No,Travel_Frequently,Research & Development,1,High School,1068,1,Female,66,2,Research Scientist,3,Divorced,2007,No,13,5,5,3,1
46,No,Travel_Rarely,Research & Development,1,Masters,1069,4,Male,40,3,Research Director,4,Divorced,19627,No,17,23,2,2,2
54,No,Travel_Rarely,Sales,2,Masters,1070,3,Female,41,2,Sales Executive,3,Married,10686,No,11,13,9,4,7
56,No,Travel_Frequently,Research & Development,9,Bachelors,1071,1,Female,63,3,Research Scientist,3,Married,2942,No,19,18,5,4,0
36,No,Travel_Rarely,Research & Development,12,Doctorate,1073,4,Female,51,2,Manufacturing Director,4,Single,8858,No,11,15,14,8,7
55,No,Non-Travel,Research & Development,2,High School,1074,3,Male,40,2,Manager,1,Single,16756,No,15,31,9,7,6
43,No,Travel_Rarely,Sales,25,Bachelors,1076,3,Male,79,2,Sales Executive,4,Divorced,10798,No,13,18,1,0,0
20,Yes,Travel_Frequently,Sales,9,Bachelors,1077,4,Female,54,3,Sales Representative,4,Single,2323,Yes,14,2,2,2,0
21,Yes,Travel_Rarely,Research & Development,10,Bachelors,1079,3,Female,36,2,Laboratory Technician,1,Single,1416,No,13,1,1,0,1
46,No,Travel_Rarely,Research & Development,8,Masters,1080,4,Female,74,2,Research Scientist,1,Divorced,4615,Yes,23,19,16,13,1
51,Yes,Travel_Rarely,Research & Development,4,Masters,1081,1,Male,34,3,Research Scientist,3,Married,2461,Yes,12,18,10,0,2
28,Yes,Non-Travel,Research & Development,24,Associates,1082,2,Male,72,2,Healthcare Representative,1,Single,8722,No,12,10,10,7,1
26,No,Travel_Rarely,Research & Development,1,Associates,1083,1,Male,59,2,Laboratory Technician,1,Married,3955,No,16,6,5,3,1
30,No,Travel_Rarely,Research & Development,20,Bachelors,1084,3,Male,85,3,Manufacturing Director,1,Married,9957,No,15,7,6,2,0
41,No,Travel_Rarely,Research & Development,7,Associates,1085,2,Female,43,4,Research Scientist,3,Married,3376,No,13,10,10,6,0
38,No,Travel_Rarely,Research & Development,17,High School,1088,3,Female,65,2,Healthcare Representative,3,Married,8823,No,18,20,19,9,1
40,No,Travel_Rarely,Research & Development,20,Masters,1092,1,Male,61,3,Healthcare Representative,4,Married,10322,No,20,14,11,10,11
27,No,Non-Travel,Research & Development,8,Doctorate,1094,1,Male,87,1,Laboratory Technician,3,Married,4621,No,19,3,3,2,1
55,No,Travel_Frequently,Research & Development,2,High School,1096,4,Male,65,3,Manufacturing Director,2,Married,10976,No,18,23,3,2,1
28,No,Travel_Rarely,Research & Development,10,Bachelors,1097,3,Female,59,3,Research Scientist,3,Single,3660,No,13,10,8,7,1
44,Yes,Travel_Rarely,Human Resources,1,Associates,1098,2,Male,91,2,Human Resources,1,Married,10482,No,14,24,20,6,3
33,No,Travel_Rarely,Research & Development,5,Bachelors,1099,4,Male,34,2,Healthcare Representative,4,Divorced,7119,No,15,9,3,2,1
35,Yes,Travel_Rarely,Sales,4,Bachelors,1100,4,Male,86,3,Sales Executive,1,Single,9582,Yes,22,9,8,7,4
33,Yes,Travel_Frequently,Research & Development,29,Masters,1101,1,Female,54,2,Research Scientist,3,Single,4508,No,22,14,13,7,3
28,No,Travel_Rarely,Research & Development,15,Associates,1102,1,Male,50,3,Laboratory Technician,3,Divorced,2207,No,16,4,4,2,2
34,No,Travel_Frequently,Research & Development,3,High School,1103,1,Male,45,3,Healthcare Representative,4,Single,7756,No,17,7,6,2,0
37,No,Travel_Rarely,Sales,10,Masters,1105,4,Female,88,2,Sales Executive,4,Divorced,6694,Yes,14,8,1,0,0
25,Yes,Travel_Rarely,Research & Development,4,High School,1106,4,Male,32,3,Laboratory Technician,4,Married,3691,Yes,15,7,7,7,5
26,Yes,Travel_Rarely,Research & Development,21,Bachelors,1107,1,Male,37,3,Laboratory Technician,3,Divorced,2377,No,20,1,1,1,0
33,Yes,Travel_Rarely,Research & Development,25,Bachelors,1108,1,Male,55,2,Research Scientist,2,Single,2313,Yes,20,5,2,2,2
42,No,Travel_Rarely,Research & Development,2,Associates,1109,4,Male,35,3,Manager,1,Married,17665,No,17,23,22,6,13
28,Yes,Travel_Frequently,Research & Development,1,Bachelors,1111,1,Male,45,2,Laboratory Technician,2,Divorced,2596,No,15,1,1,0,0
50,Yes,Travel_Frequently,Sales,1,Masters,1113,4,Male,81,3,Sales Executive,3,Single,4728,Yes,14,5,0,0,0
33,No,Travel_Frequently,Sales,7,Bachelors,1114,4,Female,30,3,Sales Executive,2,Married,4302,No,17,4,3,2,0
34,No,Non-Travel,Research & Development,3,Masters,1115,3,Male,40,2,Research Scientist,4,Married,2979,No,17,6,0,0,0
48,No,Non-Travel,Research & Development,1,Masters,1116,1,Male,35,4,Manager,4,Single,16885,No,22,27,5,4,2
45,No,Non-Travel,Sales,9,Masters,1117,2,Female,65,2,Sales Executive,3,Married,5593,No,13,15,15,10,4
52,No,Travel_Rarely,Research & Development,7,Masters,1118,2,Male,87,3,Healthcare Representative,2,Single,10445,No,19,18,8,6,4
38,No,Travel_Rarely,Sales,10,Masters,1119,3,Male,73,2,Sales Executive,3,Divorced,8740,Yes,14,9,8,7,2
29,No,Travel_Rarely,Research & Development,28,Masters,1120,3,Female,93,3,Research Scientist,4,Divorced,2514,No,22,11,7,5,1
28,No,Travel_Rarely,Research & Development,3,Bachelors,1121,4,Female,93,3,Manufacturing Director,2,Divorced,7655,No,17,10,9,7,1
46,No,Travel_Rarely,Sales,3,High School,1124,1,Male,52,3,Manager,3,Married,17465,No,12,23,12,9,4
38,No,Travel_Rarely,Sales,2,Associates,1125,4,Male,32,3,Sales Executive,2,Single,7351,No,16,10,1,0,0
43,No,Travel_Frequently,Research & Development,27,Bachelors,1126,3,Female,83,3,Manufacturing Director,1,Married,10820,No,11,18,8,7,0
39,Yes,Travel_Frequently,Research & Development,2,Bachelors,1127,1,Male,84,3,Healthcare Representative,4,Divorced,12169,No,11,21,18,7,11
40,No,Travel_Rarely,Research & Development,14,Bachelors,1128,3,Male,44,2,Research Director,3,Single,19626,No,14,21,20,7,4
21,No,Travel_Rarely,Research & Development,1,High School,1131,4,Female,70,2,Research Scientist,2,Single,2070,Yes,11,2,2,2,2
39,No,Non-Travel,Research & Development,9,Bachelors,1132,3,Male,70,3,Laboratory Technician,2,Single,6782,No,15,9,5,4,0
36,No,Non-Travel,Research & Development,18,Masters,1133,1,Male,78,3,Manufacturing Director,4,Single,7779,No,20,18,11,9,0
31,No,Travel_Frequently,Sales,20,Bachelors,1135,3,Male,67,4,Sales Representative,4,Married,2791,No,12,3,2,2,2
28,No,Travel_Rarely,Research & Development,2,High School,1136,1,Male,67,2,Research Scientist,2,Married,3201,No,17,6,5,3,0
35,No,Travel_Frequently,Sales,11,Associates,1137,4,Male,54,3,Sales Executive,4,Divorced,4968,No,11,5,5,2,0
49,No,Travel_Rarely,Sales,8,Masters,1138,4,Male,56,2,Sales Executive,2,Married,13120,No,17,22,9,8,2
34,No,Travel_Frequently,Research & Development,2,Associates,1140,4,Male,95,3,Manufacturing Director,3,Single,4033,No,11,5,3,2,0
29,No,Travel_Frequently,Research & Development,10,Bachelors,1143,4,Female,61,3,Research Scientist,2,Divorced,3291,No,14,8,7,5,1
42,No,Travel_Rarely,Research & Development,29,Bachelors,1148,2,Male,56,1,Laboratory Technician,4,Single,4272,No,19,16,1,0,0
29,No,Travel_Rarely,Research & Development,8,High School,1150,2,Male,79,2,Manufacturing Director,4,Married,5056,Yes,15,10,10,7,1
38,No,Travel_Rarely,Human Resources,1,Bachelors,1152,3,Male,37,4,Human Resources,3,Married,2844,No,13,7,7,6,5
28,No,Travel_Frequently,Research & Development,6,Bachelors,1154,3,Male,39,2,Research Scientist,3,Divorced,2703,Yes,14,3,3,1,0
18,Yes,Non-Travel,Research & Development,8,High School,1156,3,Male,80,3,Laboratory Technician,3,Single,1904,No,12,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,Masters,1157,1,Female,77,3,Sales Executive,1,Single,8224,Yes,17,6,5,2,0
41,No,Travel_Rarely,Research & Development,12,Masters,1158,2,Male,46,3,Laboratory Technician,4,Married,4766,Yes,11,6,1,0,0
31,Yes,Travel_Frequently,Research & Development,15,Bachelors,1160,3,Male,72,3,Laboratory Technician,3,Married,2610,No,12,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,Associates,1161,3,Female,52,2,Healthcare Representative,4,Divorced,5731,No,13,9,6,2,1
27,No,Travel_Rarely,Research & Development,6,Bachelors,1162,4,Male,55,2,Research Scientist,3,Married,2539,No,13,4,4,2,2
34,No,Travel_Rarely,Sales,9,High School,1163,2,Female,70,3,Sales Executive,3,Married,5714,No,20,6,6,5,1
35,No,Travel_Rarely,Human Resources,8,Masters,1164,3,Male,100,3,Human Resources,3,Single,4323,No,17,6,5,4,1
29,Yes,Travel_Rarely,Sales,23,High School,1165,4,Female,45,2,Sales Executive,1,Married,7336,No,13,11,11,8,3
40,No,Travel_Frequently,Research & Development,9,Masters,1166,2,Female,88,3,Research Director,3,Single,13499,No,17,20,18,7,2
42,Yes,Travel_Frequently,Sales,12,Bachelors,1167,3,Male,44,3,Sales Executive,1,Single,13758,Yes,12,22,21,9,13
42,No,Travel_Rarely,Sales,4,Masters,1171,2,Male,45,3,Sales Executive,1,Single,5155,No,13,9,6,4,1
35,No,Travel_Rarely,Research & Development,1,Masters,1172,4,Male,58,2,Laboratory Technician,3,Married,2258,No,12,10,8,0,1
24,No,Travel_Rarely,Research & Development,24,Bachelors,1173,4,Male,49,3,Laboratory Technician,2,Single,3597,No,22,6,4,3,1
28,Yes,Travel_Rarely,Research & Development,12,High School,1175,3,Female,79,3,Laboratory Technician,4,Married,2515,Yes,11,1,1,1,0
26,No,Travel_Rarely,Research & Development,3,Masters,1177,1,Male,82,4,Laboratory Technician,4,Married,4420,No,22,8,8,7,0
30,No,Travel_Rarely,Sales,10,Bachelors,1179,3,Male,72,2,Sales Executive,3,Married,6578,No,18,10,10,3,1
40,No,Travel_Frequently,Research & Development,26,Associates,1180,3,Female,92,2,Research Scientist,4,Married,4422,Yes,13,16,1,1,0
35,No,Travel_Rarely,Research & Development,2,Bachelors,1182,3,Male,44,2,Manufacturing Director,2,Divorced,10274,No,18,15,7,7,6
34,No,Travel_Frequently,Research & Development,1,Bachelors,1184,4,Male,97,2,Healthcare Representative,1,Single,5343,No,20,14,13,9,4
35,No,Travel_Frequently,Research & Development,4,Masters,1185,4,Male,47,2,Laboratory Technician,4,Married,2376,No,13,2,2,2,2
